129,Kansas City (1996),0
130,Breakfast at Tiffany's (1961),0
131,"Wizard of Oz, The (1939)",0
132,Gone with the Wind (1939),0
133,Citizen Kane (1941),0
134,2001: A Space Odyssey (1968),0
135,Mr. Smith Goes to Washington (1939),0
136,Big Night (1996),0
137,D3: The Mighty Ducks (1996),0
138,"Love Bug, The (1969)",0
139,Homeward Bound: The Incredible Journey (1993),0
140,"20,000 Leagues Under the Sea (1954)",0
141,Bedknobs and Broomsticks (1971),0
142,"Sound of Music, The (1965)",0
143,Die Hard (1988),0
144,"Lawnmower Man, The (1992)",0
145,Unhook the Stars (1996),0
146,"Long Kiss Goodnight, The (1996)",0
147,"Ghost and the Darkness, The (1996)",0
148,Jude (1996),0
149,Swingers (1996),0
150,Willy Wonka and the Chocolate Factory (1971),0
151,Sleeper (1973),0
152,"Fish Called Wanda, A (1988)",0
153,Monty Python's Life of Brian (1979),0
154,Dirty Dancing (1987),0
155,Reservoir Dogs (1992),0
156,Platoon (1986),0
157,Weekend at Bernie's (1989),0
158,Basic Instinct (1992),0
159,Glengarry Glen Ross (1992),0
160,Top Gun (1986),0
161,On Golden Pond (1981),0
162,"Return of the Pink Panther, The (1974)",0
163,"Abyss, The (1989)",0
164,Jean de Florette (1986),0
165,Manon of the Spring (Manon des sources) (1986),0
166,Private Benjamin (1980),0
167,Monty Python and the Holy Grail (1974),0
168,"Wrong Trousers, The (1993)",0
169,Cinema Paradiso (1988),0
170,Delicatessen (1991),0
171,"Empire Strikes Back, The (1980)",0
172,"Princess Bride, The (1987)",0
173,Raiders of the Lost Ark (1981),0
174,Brazil (1985),0
175,Aliens (1986),0
176,"Good, The Bad and The Ugly, The (1966)",0
177,12 Angry Men (1957),0
178,"Clockwork Orange, A (1971)",0
179,Apocalypse Now (1979),0
180,Return of the Jedi (1983),0
181,GoodFellas (1990),0
182,Alien (1979),0
183,Army of Darkness (1993),0
184,Psycho (1960),0
185,"Blues Brothers, The (1980)",0
186,"Godfather: Part II, The (1974)",0
187,Full Metal Jacket (1987),0
188,"Grand Day Out, A (1992)",0
189,Henry V (1989),0
190,Amadeus (1984),0
191,Raging Bull (1980),0
192,"Right Stuff, The (1983)",0
193,"Sting, The (1973)",0
194,"Terminator, The (1984)",0
195,Dead Poets Society (1989),0
196,"Graduate, The (1967)",0
197,Nikita (La Femme Nikita) (1990),0
198,"Bridge on the River Kwai, The (1957)",0
199,"Shining, The (1980)",0
200,Evil Dead II (1987),0
201,Groundhog Day (1993),0
202,Unforgiven (1992),0
203,Back to the Future (1985),0
204,Patton (1970),0
205,Akira (1988),0
206,Cyrano de Bergerac (1990),0
207,Young Frankenstein (1974),0
208,This Is Spinal Tap (1984),0
209,Indiana Jones and the Last Crusade (1989),0
210,M*A*S*H (1970),0
211,"Unbearable Lightness of Being, The (1988)",0
212,"Room with a View, A (1986)",0
213,Pink Floyd - The Wall (1982),0
214,Field of Dreams (1989),0
215,When Harry Met Sally... (1989),0
216,Bram Stoker's Dracula (1992),0
217,Cape Fear (1991),0
218,"Nightmare on Elm Street, A (1984)",0
219,"Mirror Has Two Faces, The (1996)",0
220,Breaking the Waves (1996),0
221,Star Trek: First Contact (1996),0
222,Sling Blade (1996),0
223,Ridicule (1996),0
224,101 Dalmatians (1996),0
225,Die Hard 2 (1990),0
226,Star Trek VI: The Undiscovered Country (1991),0
227,Star Trek: The Wrath of Khan (1982),0
228,Star Trek III: The Search for Spock (1984),0
229,Star Trek IV: The Voyage Home (1986),0
230,Batman Returns (1992),0
231,Young Guns (1988),0
232,Under Siege (1992),0
233,Jaws (1975),0
234,Mars Attacks! (1996),0
235,Citizen Ruth (1996),0
236,Jerry Maguire (1996),0
237,Raising Arizona (1987),0
238,Sneakers (1992),0
239,Beavis and Butt-head Do America (1996),0
240,"Last of the Mohicans, The (1992)",0
241,Kolya (1996),0
242,Jungle2Jungle (1997),0
243,Smilla's Sense of Snow (1997),0
244,"Devil's Own, The (1997)",0
245,Chasing Amy (1997),0
246,Turbo: A Power Rangers Movie (1997),0
247,Grosse Pointe Blank (1997),0
248,Austin Powers: International Man of Mystery (1997),0
249,"Fifth Element, The (1997)",0
250,Shall We Dance? (1996),0
251,"Lost World: Jurassic Park, The (1997)",0
252,"Pillow Book, The (1995)",0
253,Batman & Robin (1997),0
254,My Best Friend's Wedding (1997),0
255,When the Cats Away (Chacun cherche son chat) (1996),0
256,Men in Black (1997),0
257,Contact (1997),0
258,George of the Jungle (1997),0
259,Event Horizon (1997),0
260,Air Bud (1997),0
261,In the Company of Men (1997),0
262,Steel (1997),0
263,Mimic (1997),0
264,"Hunt for Red October, The (1990)",0
265,Kull the Conqueror (1997),0
266,unknown,0
267,Chasing Amy (1997),0
268,"Full Monty, The (1997)",0
269,Gattaca (1997),0
270,Starship Troopers (1997),0
271,Good Will Hunting (1997),0
272,Heat (1995),0
273,Sabrina (1995),0
274,Sense and Sensibility (1995),0
275,Leaving Las Vegas (1995),0
276,Restoration (1995),0
277,Bed of Roses (1996),0
278,Once Upon a Time... When We Were Colored (1995),0
279,Up Close and Personal (1996),0
280,"River Wild, The (1994)",0
281,"Time to Kill, A (1996)",0
282,Emma (1996),0
283,Tin Cup (1996),0
284,Secrets & Lies (1996),0
285,"English Patient, The (1996)",0
286,Marvin's Room (1996),0
287,Scream (1996),0
288,Evita (1996),0
289,Fierce Creatures (1997),0
290,Absolute Power (1997),0
291,Rosewood (1997),0
292,Donnie Brasco (1997),0
293,Liar Liar (1997),0
294,Breakdown (1997),0
295,"Promesse, La (1996)",0
296,Ulee's Gold (1997),0
297,Face/Off (1997),0
298,Hoodlum (1997),0
299,Air Force One (1997),0
300,In & Out (1997),0
301,L.A. Confidential (1997),0
302,Ulee's Gold (1997),0
303,Fly Away Home (1996),0
304,"Ice Storm, The (1997)",0
305,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",0
306,"Devil's Advocate, The (1997)",0
307,FairyTale: A True Story (1997),0
308,Deceiver (1997),0
309,"Rainmaker, The (1997)",0
310,"Wings of the Dove, The (1997)",0
311,Midnight in the Garden of Good and Evil (1997),0
312,Titanic (1997),0
313,3 Ninjas: High Noon At Mega Mountain (1998),0
314,Apt Pupil (1998),0
315,As Good As It Gets (1997),0
316,In the Name of the Father (1993),0
317,Schindler's List (1993),0
318,Everyone Says I Love You (1996),0
319,Paradise Lost: The Child Murders at Robin Hood Hills (1996),0
320,Mother (1996),0
321,Murder at 1600 (1997),0
322,Dante's Peak (1997),0
323,Lost Highway (1997),0
324,Crash (1996),0
325,G.I. Jane (1997),0
326,Cop Land (1997),0
327,Conspiracy Theory (1997),0
328,Desperate Measures (1998),0
329,187 (1997),0
330,"Edge, The (1997)",0
331,Kiss the Girls (1997),0
332,"Game, The (1997)",0
333,U Turn (1997),0
334,How to Be a Player (1997),0
335,Playing God (1997),0
336,"House of Yes, The (1997)",0
337,Bean (1997),0
338,Mad City (1997),0
339,Boogie Nights (1997),0
340,Critical Care (1997),0
341,"Man Who Knew Too Little, The (1997)",0
342,Alien: Resurrection (1997),0
343,"Apostle, The (1997)",0
344,Deconstructing Harry (1997),0
345,Jackie Brown (1997),0
346,Wag the Dog (1997),0
347,Desperate Measures (1998),0
348,Hard Rain (1998),0
349,Fallen (1998),0
350,"Prophecy II, The (1998)",0
351,Spice World (1997),0
352,Deep Rising (1998),0
353,"Wedding Singer, The (1998)",0
354,Sphere (1998),0
355,"Client, The (1994)",0
356,One Flew Over the Cuckoo's Nest (1975),0
357,Spawn (1997),0
358,"Assignment, The (1997)",0
359,Wonderland (1997),0
360,Incognito (1997),0
361,Blues Brothers 2000 (1998),0
362,Sudden Death (1995),0
363,Ace Ventura: When Nature Calls (1995),0
364,Powder (1995),0
365,Dangerous Minds (1995),0
366,Clueless (1995),0
367,Bio-Dome (1996),0
368,Black Sheep (1996),0
369,Mary Reilly (1996),0
370,"Bridges of Madison County, The (1995)",0
371,Jeffrey (1995),0
372,Judge Dredd (1995),0
373,Mighty Morphin Power Rangers: The Movie (1995),0
374,Showgirls (1995),0
375,Houseguest (1994),0
376,Heavyweights (1994),0
377,Miracle on 34th Street (1994),0
378,Tales From the Crypt Presents: Demon Knight (1995),0
379,Star Trek: Generations (1994),0
380,Muriel's Wedding (1994),0
381,"Adventures of Priscilla, Queen of the Desert, The (1994)",0
382,"Flintstones, The (1994)",0
383,Naked Gun 33 1/3: The Final Insult (1994),0
384,True Lies (1994),0
385,Addams Family Values (1993),0
386,"Age of Innocence, The (1993)",0
387,Beverly Hills Cop III (1994),0
388,Black Beauty (1994),0
389,Fear of a Black Hat (1993),0
390,Last Action Hero (1993),0
391,"Man Without a Face, The (1993)",0
392,Mrs. Doubtfire (1993),0
393,Radioland Murders (1994),0
394,Robin Hood: Men in Tights (1993),0
395,Serial Mom (1994),0
396,Striking Distance (1993),0
397,Super Mario Bros. (1993),0
398,"Three Musketeers, The (1993)",0
399,"Little Rascals, The (1994)",0
400,"Brady Bunch Movie, The (1995)",0
401,Ghost (1990),0
402,Batman (1989),0
403,Pinocchio (1940),0
404,Mission: Impossible (1996),0
405,Thinner (1996),0
406,Spy Hard (1996),0
407,"Close Shave, A (1995)",0
408,Jack (1996),0
409,Kingpin (1996),0
410,"Nutty Professor, The (1996)",0
411,"Very Brady Sequel, A (1996)",0
412,Tales from the Crypt Presents: Bordello of Blood (1996),0
413,My Favorite Year (1982),0
414,"Apple Dumpling Gang, The (1975)",0
415,Old Yeller (1957),0
416,"Parent Trap, The (1961)",0
417,Cinderella (1950),0
418,Mary Poppins (1964),0
419,Alice in Wonderland (1951),0
420,William Shakespeare's Romeo and Juliet (1996),0
421,Aladdin and the King of Thieves (1996),0
422,E.T. the Extra-Terrestrial (1982),0
423,Children of the Corn: The Gathering (1996),0
424,Bob Roberts (1992),0
425,"Transformers: The Movie, The (1986)",0
426,To Kill a Mockingbird (1962),0
427,Harold and Maude (1971),0
428,"Day the Earth Stood Still, The (1951)",0
429,Duck Soup (1933),0
430,Highlander (1986),0
431,Fantasia (1940),0
432,Heathers (1989),0
433,Forbidden Planet (1956),0
434,Butch Cassidy and the Sundance Kid (1969),0
435,"American Werewolf in London, An (1981)",0
436,Amityville 1992: It's About Time (1992),0
437,Amityville 3-D (1983),0
438,Amityville: A New Generation (1993),0
439,Amityville II: The Possession (1982),0
440,"Amityville Horror, The (1979)",0
441,"Amityville Curse, The (1990)",0
442,"Birds, The (1963)",0
443,"Blob, The (1958)",0
444,"Body Snatcher, The (1945)",0
445,Burnt Offerings (1976),0
446,Carrie (1976),0
447,"Omen, The (1976)",0
448,Star Trek: The Motion Picture (1979),0
449,Star Trek V: The Final Frontier (1989),0
450,Grease (1978),0
451,Jaws 2 (1978),0
452,Jaws 3-D (1983),0
453,Bastard Out of Carolina (1996),0
454,Jackie Chan's First Strike (1996),0
455,Beverly Hills Ninja (1997),0
456,Free Willy 3: The Rescue (1997),0
457,Nixon (1995),0
458,"Cry, the Beloved Country (1995)",0
459,"Crossing Guard, The (1995)",0
460,Smoke (1995),0
461,Like Water For Chocolate (Como agua para chocolate) (1992),0
462,"Secret of Roan Inish, The (1994)",0
463,Vanya on 42nd Street (1994),0
464,"Jungle Book, The (1994)",0
465,Red Rock West (1992),0
466,"Bronx Tale, A (1993)",0
467,Rudy (1993),0
468,Short Cuts (1993),0
469,Tombstone (1993),0
470,Courage Under Fire (1996),0
471,Dragonheart (1996),0
472,James and the Giant Peach (1996),0
473,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0
474,Trainspotting (1996),0
475,"First Wives Club, The (1996)",0
476,Matilda (1996),0
477,"Philadelphia Story, The (1940)",0
478,Vertigo (1958),0
479,North by Northwest (1959),0
480,"Apartment, The (1960)",0
481,Some Like It Hot (1959),0
482,Casablanca (1942),0
483,"Maltese Falcon, The (1941)",0
484,My Fair Lady (1964),0
485,Sabrina (1954),0
486,Roman Holiday (1953),0
487,Sunset Blvd. (1950),0
488,Notorious (1946),0
489,To Catch a Thief (1955),0
490,"Adventures of Robin Hood, The (1938)",0
491,East of Eden (1955),0
492,"Thin Man, The (1934)",0
493,His Girl Friday (1940),0
494,Around the World in 80 Days (1956),0
495,It's a Wonderful Life (1946),0
496,Bringing Up Baby (1938),0
497,"African Queen, The (1951)",0
498,Cat on a Hot Tin Roof (1958),0
499,Fly Away Home (1996),0
500,Dumbo (1941),0
501,Bananas (1971),0
502,"Candidate, The (1972)",0
503,Bonnie and Clyde (1967),0
504,Dial M for Murder (1954),0
505,Rebel Without a Cause (1955),0
506,"Streetcar Named Desire, A (1951)",0
507,"People vs. Larry Flynt, The (1996)",0
508,My Left Foot (1989),0
509,"Magnificent Seven, The (1954)",0
510,Lawrence of Arabia (1962),0
511,Wings of Desire (1987),0
512,"Third Man, The (1949)",0
513,Annie Hall (1977),0
514,"Boot, Das (1981)",0
515,Local Hero (1983),0
516,Manhattan (1979),0
517,Miller's Crossing (1990),0
518,"Treasure of the Sierra Madre, The (1948)",0
519,"Great Escape, The (1963)",0
520,"Deer Hunter, The (1978)",0
521,Down by Law (1986),0
522,Cool Hand Luke (1967),0
523,"Great Dictator, The (1940)",0
524,"Big Sleep, The (1946)",0
525,Ben-Hur (1959),0
526,Gandhi (1982),0
527,"Killing Fields, The (1984)",0
528,My Life as a Dog (Mitt liv som hund) (1985),0
529,"Man Who Would Be King, The (1975)",0
530,Shine (1996),0
531,Kama Sutra: A Tale of Love (1996),0
532,"Daytrippers, The (1996)",0
533,Traveller (1997),0
534,Addicted to Love (1997),0
535,Ponette (1996),0
536,My Own Private Idaho (1991),0
537,Anastasia (1997),0
538,Mouse Hunt (1997),0
539,Money Train (1995),0
540,Mortal Kombat (1995),0
541,Pocahontas (1995),0
542,"Misérables, Les (1995)",0
543,Things to Do in Denver when You're Dead (1995),0
544,Vampire in Brooklyn (1995),0
545,Broken Arrow (1996),0
546,"Young Poisoner's Handbook, The (1995)",0
547,"NeverEnding Story III, The (1994)",0
548,Rob Roy (1995),0
549,Die Hard: With a Vengeance (1995),0
550,Lord of Illusions (1995),0
551,Species (1995),0
552,"Walk in the Clouds, A (1995)",0
553,Waterworld (1995),0
554,White Man's Burden (1995),0
555,Wild Bill (1995),0
556,Farinelli: il castrato (1994),0
557,Heavenly Creatures (1994),0
558,Interview with the Vampire (1994),0
559,"Kid in King Arthur's Court, A (1995)",0
560,Mary Shelley's Frankenstein (1994),0
561,"Quick and the Dead, The (1995)",0
562,Stephen King's The Langoliers (1995),0
563,Tales from the Hood (1995),0
564,Village of the Damned (1995),0
565,Clear and Present Danger (1994),0
566,Wes Craven's New Nightmare (1994),0
567,Speed (1994),0
568,Wolf (1994),0
569,Wyatt Earp (1994),0
570,Another Stakeout (1993),0
571,Blown Away (1994),0
572,Body Snatchers (1993),0
573,Boxing Helena (1993),0
574,City Slickers II: The Legend of Curly's Gold (1994),0
575,Cliffhanger (1993),0
576,Coneheads (1993),0
577,Demolition Man (1993),0
578,Fatal Instinct (1993),0
579,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0
580,Kalifornia (1993),0
581,"Piano, The (1993)",0
582,Romeo Is Bleeding (1993),0
583,"Secret Garden, The (1993)",0
584,Son in Law (1993),0
585,Terminal Velocity (1994),0
586,"Hour of the Pig, The (1993)",0
587,Beauty and the Beast (1991),0
588,"Wild Bunch, The (1969)",0
589,Hellraiser: Bloodline (1996),0
590,Primal Fear (1996),0
591,True Crime (1995),0
592,Stalingrad (1993),0
593,Heavy (1995),0
594,"Fan, The (1996)",0
595,"Hunchback of Notre Dame, The (1996)",0
596,Eraser (1996),0
597,"Big Squeeze, The (1996)",0
598,Police Story 4: Project S (Chao ji ji hua) (1993),0
599,Daniel Defoe's Robinson Crusoe (1996),0
600,For Whom the Bell Tolls (1943),0
601,"American in Paris, An (1951)",0
602,Rear Window (1954),0
603,It Happened One Night (1934),0
604,Meet Me in St. Louis (1944),0
605,All About Eve (1950),0
606,Rebecca (1940),0
607,Spellbound (1945),0
608,Father of the Bride (1950),0
609,Gigi (1958),0
610,Laura (1944),0
611,Lost Horizon (1937),0
612,My Man Godfrey (1936),0
613,Giant (1956),0
614,"39 Steps, The (1935)",0
615,Night of the Living Dead (1968),0
616,"Blue Angel, The (Blaue Engel, Der) (1930)",0
617,Picnic (1955),0
618,Extreme Measures (1996),0
619,"Chamber, The (1996)",0
620,"Davy Crockett, King of the Wild Frontier (1955)",0
621,Swiss Family Robinson (1960),0
622,Angels in the Outfield (1994),0
623,"Three Caballeros, The (1945)",0
624,"Sword in the Stone, The (1963)",0
625,So Dear to My Heart (1949),0
626,Robin Hood: Prince of Thieves (1991),0
627,Sleepers (1996),0
628,Victor/Victoria (1982),0
629,"Great Race, The (1965)",0
630,"Crying Game, The (1992)",0
631,Sophie's Choice (1982),0
632,"Christmas Carol, A (1938)",0
633,Microcosmos: Le peuple de l'herbe (1996),0
634,"Fog, The (1980)",0
635,Escape from New York (1981),0
636,"Howling, The (1981)",0
637,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0
638,"Tin Drum, The (Blechtrommel, Die) (1979)",0
639,"Cook the Thief His Wife & Her Lover, The (1989)",0
640,Paths of Glory (1957),0
641,"Grifters, The (1990)",0
642,The Innocent (1994),0
643,"Thin Blue Line, The (1988)",0
644,Paris Is Burning (1990),0
645,Once Upon a Time in the West (1969),0
646,Ran (1985),0
647,"Quiet Man, The (1952)",0
648,Once Upon a Time in America (1984),0
649,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0
650,Glory (1989),0
651,Rosencrantz and Guildenstern Are Dead (1990),0
652,Touch of Evil (1958),0
653,Chinatown (1974),0
654,Stand by Me (1986),0
655,M (1931),0
656,"Manchurian Candidate, The (1962)",0
657,Pump Up the Volume (1990),0
658,Arsenic and Old Lace (1944),0
659,Fried Green Tomatoes (1991),0
660,High Noon (1952),0
661,Somewhere in Time (1980),0
662,Being There (1979),0
663,"Paris, Texas (1984)",0
664,Alien 3 (1992),0
665,Blood For Dracula (Andy Warhol's Dracula) (1974),0
666,Audrey Rose (1977),0
667,Blood Beach (1981),0
668,Body Parts (1991),0
669,Body Snatchers (1993),0
670,Bride of Frankenstein (1935),0
671,Candyman (1992),0
672,Cape Fear (1962),0
673,Cat People (1982),0
674,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0
675,"Crucible, The (1996)",0
676,Fire on the Mountain (1996),0
677,Volcano (1997),0
678,Conan the Barbarian (1981),0
679,Kull the Conqueror (1997),0
680,Wishmaster (1997),0
681,I Know What You Did Last Summer (1997),0
682,Rocket Man (1997),0
683,In the Line of Fire (1993),0
684,Executive Decision (1996),0
685,"Perfect World, A (1993)",0
686,McHale's Navy (1997),0
687,Leave It to Beaver (1997),0
688,"Jackal, The (1997)",0
689,Seven Years in Tibet (1997),0
690,Dark City (1998),0
691,"American President, The (1995)",0
692,Casino (1995),0
693,Persuasion (1995),0
694,Kicking and Screaming (1995),0
695,City Hall (1996),0
696,"Basketball Diaries, The (1995)",0
697,"Browning Version, The (1994)",0
698,Little Women (1994),0
699,Miami Rhapsody (1995),0
700,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",0
701,Barcelona (1994),0
702,Widows' Peak (1994),0
703,"House of the Spirits, The (1993)",0
704,Singin' in the Rain (1952),0
705,Bad Moon (1996),0
706,Enchanted April (1991),0
707,"Sex, Lies, and Videotape (1989)",0
708,Strictly Ballroom (1992),0
709,Better Off Dead... (1985),0
710,"Substance of Fire, The (1996)",0
711,Tin Men (1987),0
712,Othello (1995),0
713,Carrington (1995),0
714,To Die For (1995),0
715,Home for the Holidays (1995),0
716,"Juror, The (1996)",0
717,In the Bleak Midwinter (1995),0
718,Canadian Bacon (1994),0
719,First Knight (1995),0
720,Mallrats (1995),0
721,Nine Months (1995),0
722,Boys on the Side (1995),0
723,Circle of Friends (1995),0
724,Exit to Eden (1994),0
725,Fluke (1995),0
726,Immortal Beloved (1994),0
727,Junior (1994),0
728,Nell (1994),0
729,"Queen Margot (Reine Margot, La) (1994)",0
730,"Corrina, Corrina (1994)",0
731,Dave (1993),0
732,Go Fish (1994),0
733,Made in America (1993),0
734,Philadelphia (1993),0
735,Shadowlands (1993),0
736,Sirens (1994),0
737,Threesome (1994),0
738,Pretty Woman (1990),0
739,Jane Eyre (1996),0
740,"Last Supper, The (1995)",0
741,Ransom (1996),0
742,"Crow: City of Angels, The (1996)",0
743,Michael Collins (1996),0
744,"Ruling Class, The (1972)",0
745,Real Genius (1985),0
746,Benny & Joon (1993),0
747,"Saint, The (1997)",0
748,"MatchMaker, The (1997)",0
749,Amistad (1997),0
750,Tomorrow Never Dies (1997),0
751,"Replacement Killers, The (1998)",0
752,Burnt By the Sun (1994),0
753,Red Corner (1997),0
754,Jumanji (1995),0
755,Father of the Bride Part II (1995),0
756,Across the Sea of Time (1995),0
757,Lawnmower Man 2: Beyond Cyberspace (1996),0
758,Fair Game (1995),0
759,Screamers (1995),0
760,Nick of Time (1995),0
761,Beautiful Girls (1996),0
762,Happy Gilmore (1996),0
763,If Lucy Fell (1996),0
764,Boomerang (1992),0
765,Man of the Year (1995),0
766,"Addiction, The (1995)",0
767,Casper (1995),0
768,Congo (1995),0
769,Devil in a Blue Dress (1995),0
770,Johnny Mnemonic (1995),0
771,Kids (1995),0
772,Mute Witness (1994),0
773,"Prophecy, The (1995)",0
774,Something to Talk About (1995),0
775,Three Wishes (1995),0
776,Castle Freak (1995),0
777,Don Juan DeMarco (1995),0
778,Drop Zone (1994),0
779,Dumb & Dumber (1994),0
780,French Kiss (1995),0
781,Little Odessa (1994),0
782,Milk Money (1994),0
783,Beyond Bedlam (1993),0
784,Only You (1994),0
785,"Perez Family, The (1995)",0
786,Roommates (1995),0
787,Relative Fear (1994),0
788,Swimming with Sharks (1995),0
789,Tommy Boy (1995),0
790,"Baby-Sitters Club, The (1995)",0
791,Bullets Over Broadway (1994),0
792,Crooklyn (1994),0
793,It Could Happen to You (1994),0
794,Richie Rich (1994),0
795,Speechless (1994),0
796,Timecop (1994),0
797,Bad Company (1995),0
798,Boys Life (1995),0
799,In the Mouth of Madness (1995),0
800,"Air Up There, The (1994)",0
801,Hard Target (1993),0
802,Heaven & Earth (1993),0
803,Jimmy Hollywood (1994),0
804,Manhattan Murder Mystery (1993),0
805,Menace II Society (1993),0
806,Poetic Justice (1993),0
807,"Program, The (1993)",0
808,Rising Sun (1993),0
809,"Shadow, The (1994)",0
810,Thirty-Two Short Films About Glenn Gould (1993),0
811,Andre (1994),0
812,"Celluloid Closet, The (1995)",0
813,"Great Day in Harlem, A (1994)",0
814,One Fine Day (1996),0
815,Candyman: Farewell to the Flesh (1995),0
816,Frisk (1995),0
817,Girl 6 (1996),0
818,Eddie (1996),0
819,Space Jam (1996),0
820,Mrs. Winterbourne (1996),0
821,Faces (1968),0
822,Mulholland Falls (1996),0
823,"Great White Hype, The (1996)",0
824,"Arrival, The (1996)",0
825,"Phantom, The (1996)",0
826,Daylight (1996),0
827,Alaska (1996),0
828,Fled (1996),0
829,Power 98 (1995),0
830,Escape from L.A. (1996),0
831,Bogus (1996),0
832,Bulletproof (1996),0
833,Halloween: The Curse of Michael Myers (1995),0
834,"Gay Divorcee, The (1934)",0
835,Ninotchka (1939),0
836,Meet John Doe (1941),0
837,In the Line of Duty 2 (1987),0
838,Loch Ness (1995),0
839,Last Man Standing (1996),0
